cell,cycle,dcir,soc,temperature
B0034,390,0.0,1.392551210363313,57.73371941543468
B0034,392,0.218303,1.3765732493746907,24.38098926488699
B0034,394,0.0,1.3810190828982352,57.98544361790216
B0034,398,0.21388,1.4007568321672863,26.007553864978956
B0034,400,0.216549,1.374645303479972,25.389868561154977
B0034,402,0.0,1.3345924114397838,57.39782325704189
B0034,404,0.0,1.336396621564738,57.38832977353485
B0034,406,0.222489,1.3069152971756248,23.69154549197298
B0034,410,0.219604,1.341539456674081,24.53977647833574
B0034,412,0.0,1.346388970161922,58.01695501846787
B0034,414,0.0,1.344989807277774,58.00215131363709
B0034,416,0.0,1.3158760805047784,57.51092218890157
B0034,418,0.223906,1.2972766889740088,23.686738969824887
B0034,422,0.225033,1.2851255211005648,23.36039105497894
B0034,424,0.219985,1.3190209156530253,24.734120168052723
B0034,426,0.0,1.3410097849290994,58.22049798456812
B0034,428,0.21982,1.326126983882746,24.986634278526385
B0034,430,0.223441,1.3091442679990724,24.074557349811762
B0034,434,0.217637,1.363001289617145,25.549931315958624
B0034,438,0.0,1.329285701687194,57.164546703128565
B0034,440,0.0,1.2969085930621855,57.041957156576714
B0034,442,0.225208,1.2986285924941396,23.555909074063287
B0034,444,0.0,1.2840657611821942,56.880376091281846
B0034,446,0.0,1.3021015914136362,57.100696607093425
B0034,450,0.22645,1.3089076351731335,23.502096175144807
B0034,452,0.226466,1.2722519696513912,23.488992556072905
B0034,454,0.0,1.276011534360331,57.062400128258844
B0034,456,0.0,1.2605053003103004,57.29802843540897
B0034,458,0.0,1.2660681251347115,56.91047969873038
B0034,462,0.0,1.265829016865281,56.88728636898432
B0034,464,0.0,1.2655873898206993,56.913411563097405
B0034,466,0.228448,1.2663598323027554,23.344551408992093
B0034,468,0.0,1.2868479432728903,57.33095511667997
B0034,470,0.0,1.270026164613209,57.041406600321785
B0034,474,0.218056,1.34598253292492,26.51317570165304
B0034,476,0.219901,1.3286875315413778,26.1236790855626
B0034,478,0.223469,1.31203071983408,25.080399831215917
B0034,480,0.227341,1.295125492961198,24.103456743387245
B0034,482,0.227936,1.2802601605963335,23.936615230134002
B0036,0,0.196033,1.001982588175331,23.924528458759017
B0036,4,0.185962,1.8011007566288924,24.895523033376808
B0036,6,0.182365,1.8044229856020628,24.538499428336
B0036,8,0.183274,1.804388833772829,24.22260547419094
B0036,10,0.183032,1.7989248871784247,24.00583530266873
B0036,12,0.186101,1.792996521672392,23.761434537510432
B0036,16,0.185461,1.7885507985621891,23.7858637031433
B0036,18,0.185922,1.7890856930727703,23.78736245229992
B0036,20,0.185086,1.7893137312833287,23.85366480583597
B0036,22,0.184686,1.7860759459480868,23.790070885612053
B0036,24,0.184462,1.7836324249650817,23.692163967752638
B0036,28,0.182877,1.7829728738072719,23.996010465160957
B0036,30,0.183386,1.7813775963259668,23.91245549364738
B0036,32,0.18349,1.7785359545932946,23.804279115934893
B0036,34,0.183592,1.7759043090943398,23.80605296345269
B0036,36,0.182579,1.7780426649905914,24.4191713893524
B0036,40,0.179887,1.7830029333591655,25.47032279989708
B0036,42,0.178345,1.7883000424613877,26.038829596219735
B0036,44,0.181186,1.779294712578026,24.934995993832082
B0036,46,0.182241,1.7709235500451854,24.43089319486223
B0036,48,0.182339,1.7659050180801104,23.98000837098178
B0036,52,0.177943,1.7826929241469245,25.98430334407327
B0036,56,0.179141,1.7964662072920203,24.917853947806083
B0036,58,0.181076,1.7909083533422898,24.104035218014637
B0036,60,0.181681,1.78518002808874,23.899334199769086
B0036,62,0.182167,1.7811343176546524,23.939509531112268
B0036,64,0.181229,1.7755577789223567,24.135279436191613
B0036,68,0.180072,1.776885870616115,24.675839758348545
B0036,70,0.180932,1.7713083410378214,24.48086368805618
B0036,72,0.182677,1.7713348840874137,23.990132464537513
B0036,74,0.182775,1.7660842866405053,23.68833522844092
B0036,76,0.182311,1.7592793663412327,23.8543419049047
B0036,80,0.181299,1.7610368813762423,24.35559974628075
B0036,82,0.181932,1.760242767365706,24.284029986491724
B0036,84,0.183148,1.7555899416034397,23.8251596372819
B0036,86,0.183196,1.7545602176655593,23.73583798352431
B0036,88,0.183362,1.7499108336094897,23.74110080497865
B0036,92,0.179267,1.7610225525303758,25.41908222950411
B0036,94,0.178913,1.7624094574337117,26.162618939519366
B0036,96,0.17896,1.7536170397120676,25.993641606583484
B0036,98,0.182227,1.7462044775191679,24.46990910977973
B0036,100,0.183317,1.7406176172769725,24.01768255773991
B0036,104,0.179635,1.750690404425682,25.408095419535538
B0036,108,0.177265,1.765112055153915,26.397551344426933
B0036,110,0.178799,1.7631888267564881,25.853408256899964
B0036,112,0.185226,1.9854929528970957,27.559431044553953
B0036,116,0.181274,1.7653557308133239,25.886769784658146
B0036,118,0.182944,1.7571880383127276,24.905051360041412
B0036,120,0.183914,1.7573770661844437,24.558403453621906
B0036,122,0.183035,1.7617376127979814,25.089237125023097
B0036,124,0.180952,1.7606892547636663,26.22486398444408
B0036,128,0.180374,1.760669562156983,26.454390087546994
B0036,130,0.183436,1.752963802649152,25.272580269105905
B0036,132,0.183736,1.750535708024147,25.011607690694838
B0036,134,0.184608,1.7500761995337284,24.91341299355014
B0036,136,0.183489,1.7465957802278385,25.316757333778444
B0036,140,0.180824,1.753614286788707,26.489449330718315
B0036,142,0.181193,1.750725029920349,26.534409792431422
B0036,144,0.185241,1.7433053490810113,24.768310191615846
B0036,146,0.186391,1.7336625052776187,24.30343547298514
B0036,148,0.187161,1.7319207051538927,24.06443080280952
B0036,152,0.183871,1.7428604522751463,25.50536059861337
B0036,154,0.182243,1.743306971099712,26.643667871211203
B0036,156,0.182759,1.738524506272696,26.302146120200465
B0036,158,0.186626,1.7295622663746972,24.555245398567564
B0036,160,0.187859,1.7273036765742085,24.243039011774524
B0036,164,0.186186,1.7449370491071912,24.990631462189974
B0036,168,0.182187,1.7642432071133693,26.334527256392604
B0036,170,0.183883,1.7504882032049596,25.625270920149966
B0036,172,0.186776,1.7442710815479923,24.49741942756075
B0036,174,0.187318,1.7365413923373951,24.107617972516568
B0036,176,0.188562,1.733223093105756,23.845856477482553
B0036,180,0.185262,1.73860622908762,25.242166547160117
B0036,182,0.183292,1.7432134953746192,26.407899480785915
B0036,184,0.18589,1.7332698214832971,25.1934686180363
B0036,186,0.188329,1.7298906291663272,24.071689561246124
B0036,188,0.189511,1.7204403348841348,23.719534460860782
B0036,192,0.18954,1.724420729012913,23.550012768481476
B0036,194,0.189501,1.7214872814061166,23.803822634686618
B0036,196,0.191011,1.7197448773569262,23.417607331877182
B0036,198,0.190562,1.7164304142145894,23.64601820888219
B0036,200,0.191043,1.7112029253299619,23.507407936426883
B0036,204,0.191156,1.7102343231599222,23.4688262073781
B0036,206,0.191698,1.713096882151029,23.435517106060782
B0036,208,0.191271,1.7103708617208135,23.66104830286317
B0036,210,0.192049,1.7064617296121434,23.341986399299063
B0036,212,0.192048,1.7029429979110946,23.54622898059731
B0036,216,0.192143,1.7072612643840062,23.341897461088323
B0036,218,0.192199,1.7038637196766078,23.466090990673266
B0036,220,0.191252,1.7079617948422274,24.024871409762568
B0036,222,0.18942,1.7113022833627787,24.818340155003266
B0036,224,0.187965,1.714122057472244,25.65915220022702
B0036,228,0.19206,1.7053324925701605,23.84060461795071
B0036,230,0.194046,1.6934609472531408,23.223252416460713
B0036,232,0.194736,1.6905244127230223,22.97359506516038
B0036,234,0.19392,1.7007774858498304,23.74967470671266
B0036,236,0.192057,1.6971104467944576,24.288941673067036
B0036,240,0.191213,1.6997924522951837,24.80981047439658
B0036,242,0.194408,1.6912704773954121,23.657995953412048
B0036,244,0.194968,1.6857127009469863,23.20940375582559
B0036,246,0.195121,1.6832093771286156,23.311978085092868
B0036,248,0.19196,1.692886364169521,24.456707764136095
B0036,252,0.190437,1.6984668174144633,25.509907881872852
B0036,254,0.192056,1.6935813413828429,24.7925097645142
B0036,256,0.195342,1.6830951253781283,23.58928067945351
B0036,258,0.196717,1.6850462226942986,23.19455544909593
B0036,260,0.196733,1.6803098840017598,23.35262786120078
B0036,264,0.190906,1.6944038437227715,25.557572354939012
B0036,266,0.189616,1.6955686127180103,26.190517564702994
B0036,268,0.192268,1.6841854728350405,25.297939254657074
B0036,270,0.195832,1.6722180144870118,23.88766002302783
B0036,272,0.197066,1.6675976965747183,23.4652711924861
B0036,276,0.196635,1.6781873787039017,23.653852101617762
B0036,278,0.171548,2.4440624320786557,26.968306238351122
B0036,282,0.190336,1.6913403148932205,25.48512358548854
B0036,284,0.192525,1.6802787096613283,24.539149451208907
B0036,286,0.193415,1.673147301023026,24.30375532630907
B0036,288,0.193956,1.6704292090032429,24.149625651831865
B0036,290,0.193817,1.6659903350115992,24.114969709705043
B0036,294,0.194044,1.664241575272447,24.03644264099394
B0036,296,0.194507,1.6668450767774965,23.98215698310198
B0036,298,0.194856,1.6594501560667536,23.932077038202305
B0036,300,0.195396,1.662412523067319,23.926053662784813
B0036,302,0.19599,1.6603526083225701,23.85905514157152
B0036,306,0.195472,1.6610231379633236,23.96717086274464
B0036,308,0.195972,1.6575187557321613,24.03491351977783
B0036,310,0.196117,1.6507877959674548,23.93452469826636
B0036,312,0.196703,1.6532570062110141,23.89603748345661
B0036,314,0.196835,1.6494214846772686,23.848900090304696
B0036,318,0.193463,1.6678591915666705,25.086053571460464
B0036,320,0.190826,1.670862764324967,26.43443949157751
B0036,322,0.193122,1.6658118164053368,25.91213707633837
B0036,324,0.19569,1.6532998517617,24.731201336850514
B0036,326,0.196934,1.6468787023528522,24.183348644602074
B0036,330,0.19652,1.6718953249703756,24.797798071546275
B0036,334,0.191379,1.6807743463585727,25.877785213085076
B0036,336,0.193764,1.6737717086703074,25.11699860570447
B0036,338,0.195509,1.6605773762487392,24.51381023129178
B0036,340,0.196502,1.655987781146086,24.242265293682298
B0036,342,0.19698,1.6468623183898439,24.095862069564273
B0036,346,0.192996,1.6574621175432847,25.754664886336197
B0036,348,0.191848,1.6603991175216894,26.422312504624646
B0036,350,0.194672,1.6460789092837111,25.54974799891278
B0036,352,0.196752,1.6408366462659327,24.61584576794527
B0036,354,0.198329,1.6344408920281601,24.26140709640571
B0036,358,0.197094,1.6374039186504212,24.684444542047743
B0036,360,0.194894,1.64738207540524,25.82356005543852
B0036,362,0.192933,1.6545646441622355,26.758063691494364
B0036,364,0.196086,1.640896560729935,25.580751385885005
B0036,366,0.198771,1.6265229979339635,24.616276565969724
B0036,370,0.19969,1.6217349144630457,24.0965294768098
B0036,372,0.200731,1.6248200059639546,23.94058877670859
B0036,374,0.200533,1.61880119736137,24.000304875887284
B0036,376,0.200412,1.6137350490334217,24.08386610239723
B0036,378,0.200942,1.612012823654141,23.898748408422794
B0036,382,0.19344,1.6671032556887178,25.528808523476734
B0036,386,0.190108,1.6850133383886254,26.480844385435898
B0036,388,0.192855,1.6786654987614698,25.45845662312035
B0036,390,0.194238,1.6729763502191373,24.746426747851366
B0036,392,0.19524,1.666489034299654,24.466625505660783
B0036,394,0.194401,1.6698420840710908,24.84866925467686
B0036,398,0.191647,1.6746744228027035,26.09065025676829
B0036,400,0.194036,1.6665045335145643,25.362504765065975
B0036,402,0.197219,1.6522220848347273,24.10534869314702
B0036,404,0.198637,1.6462718275099526,23.71117850596633
B0036,406,0.19841,1.642399234692521,23.745584912435948
B0036,410,0.196578,1.651178607099992,24.590294260015632
B0036,412,0.196006,1.6481683120281931,25.087423289703413
B0036,414,0.195938,1.6478887725428397,25.20469372112567
B0036,416,0.198936,1.635843650915682,24.061942151606782
B0036,418,0.200591,1.6332362811945516,23.691777590949794
B0036,422,0.201099,1.629926467682987,23.3994975066798
B0036,424,0.197727,1.6387862629287224,24.791288522389898
B0036,426,0.1969,1.6359654863840773,25.348743159547922
B0036,428,0.197888,1.631137043967566,25.01914314738702
B0036,430,0.200931,1.6220189720888463,24.046073283059812
B0036,434,0.196595,1.6416044978422155,25.607103883155215
B0036,438,0.200464,1.6253090231457805,23.948538947503835
B0036,440,0.202134,1.6196134522239483,23.695424055229687
B0036,442,0.202383,1.6124236174774371,23.590840566457
B0036,444,0.202215,1.6077701029913394,23.54423401630279
B0036,446,0.202229,1.6088077531981582,23.780729929315232
B0036,450,0.203455,1.6083556258734268,23.547445316712416
B0036,452,0.203628,1.6068202519011539,23.519598398803286
B0036,454,0.20437,1.601770977206713,23.482508743626568
B0036,456,0.204608,1.594911734692208,23.405538741990274
B0036,458,0.204814,1.5938139125387372,23.50106164285571
B0036,462,0.205326,1.5920273129504596,23.385531004857054
B0036,464,0.205979,1.5847361549778751,23.345784174065386
B0036,466,0.206079,1.5763429363936798,23.310385140399045
B0036,468,0.206385,1.5720229174642286,23.35165903463095
B0036,470,0.207188,1.5729874285512353,23.287766876800465
B0036,474,0.198519,1.596985400389019,26.389386766495182
B0036,476,0.200434,1.595726023703856,26.03174698381534
B0036,478,0.20278,1.579500338340559,25.063623447694198
B0036,480,0.206108,1.5629469877520186,24.1698569125778
B0036,482,0.206576,1.5591129431541175,23.932089294976088
B0038,0,0.272612,0.8980573709676724,25.117199069098575
B0038,4,0.241096,1.1026236331914077,26.200428311382428
B0038,6,0.241748,1.0885801879473431,25.248246889637958
B0038,8,0.239457,1.0613249847591086,25.645842691722564
B0038,10,0.0,1.0347062057983545,49.641347388529006
B0038,12,0.236649,1.0269978594353013,25.954304163923062
B0038,16,0.238717,1.0785019710989419,25.58743397639983
B0038,20,0.237302,1.0638897478802845,25.547479740141966
B0038,22,0.237005,1.0366551223324423,25.592470904914826
B0038,24,0.234849,1.030941327482094,26.1809127318678
B0038,26,0.236622,1.0140084541034655,25.852469653218098
B0038,28,0.234541,1.008516095994519,26.26427337557343
B0038,36,0.0,1.779741859708433,49.23053832727938
B0038,38,0.0,1.7815666306452766,49.10794032254545
B0038,40,0.0,1.7834859577156017,49.10327880176485
B0038,42,0.186702,1.7864411650415675,45.35488587340209
B0038,44,0.187107,1.7859997608067948,45.3666883339061
B0038,48,0.186952,1.7769523773001608,45.349153657647605
B0038,52,0.0,1.781428917321899,49.09980270121556
B0038,54,0.0,1.7859452772697197,49.00891694083226
B0038,56,0.0,1.785208429691551,48.90690877911719
B0038,58,0.0,1.783596609584544,48.88380459883474
B0038,60,0.1887,1.7796783152744713,45.32103754045653
B0038,66,0.189325,1.7833032331592193,45.36013072737925
B0038,68,0.189461,1.7796186141356956,45.341699750585455
B0038,78,0.190208,1.7789547618270618,45.33139201030927
B0038,82,0.19125,1.778415319026661,45.37195989156023
B0038,88,0.190411,1.7792479347236045,45.409631888850704
B0038,92,0.19199,1.779227040224144,45.38713789353488
B0038,94,0.191541,1.7760634320079352,45.39506516049286
B0038,100,0.191962,1.733064100138742,45.34238887959443
B0038,104,0.192212,1.7394892806215223,45.36495505272962
B0038,106,0.193335,1.7378064360392924,45.39942528400046
B0038,108,0.193301,1.730028145799833,45.35268592716676
B0038,110,0.193317,1.7290404566542985,45.359535861802165
B0038,112,0.194052,1.7286072907068815,45.37991951832671
B0038,116,0.203237,1.52573884649634,45.38236068336298
B0038,120,0.211484,1.5301475534434217,45.41210422504674
B0039,0,0.0,0.11903831859341765,41.26651242347369
B0039,4,0.0,0.4729861500927512,42.58693424809011
B0039,6,0.294869,0.16280793829202067,24.983382076794424
B0039,8,0.286383,0.4787632853388766,25.40086734630603
B0039,10,0.281378,0.4711383364607152,25.506437051197175
B0039,12,0.0,0.4668172561120673,42.79788175862608
B0039,16,0.281006,0.4699932676625547,25.36301681060031
B0039,20,0.276839,0.4627052684317185,25.355814404372552
B0039,22,0.0,0.46049447826560974,43.44111490493501
B0039,24,0.0,0.4412227248835694,43.412759917834805
B0039,26,0.0,0.44354421943965844,43.293699057831354
B0039,28,0.0,0.4126655541164234,42.856654146599354
B0039,32,0.191678,1.7461791006389626,29.99446209603114
B0039,36,0.164508,1.7695250734505363,45.23043189644476
B0039,38,0.0,1.7715391419501945,48.205077970133914
B0039,40,0.16546,1.770625483958279,45.1611538769009
B0039,42,0.165948,1.7704040639447296,45.15025612243531
B0039,44,0.166216,1.7695081788801759,45.172674737765604
B0039,52,0.166095,1.7715725869786123,45.2046647193529
B0039,54,0.0,1.7701196454489683,48.171964268817845
B0039,56,0.0,1.7667569752860521,48.171946839870586
B0039,58,0.167104,1.7648743629092642,45.16181290805557
B0039,60,0.0,1.763838685943225,48.12797618358389
B0039,64,0.0,1.7657225752056789,48.159928896804544
B0039,66,0.0,1.7645632809383045,48.208378588976615
B0039,68,0.0,1.7608991948479125,48.2409468668017
B0039,70,0.0,1.7598362095817717,48.225513538902376
B0039,72,0.168942,1.7590955400143164,45.166921927130524
B0039,76,0.0,1.7560495443976523,48.232820711097425
B0039,78,0.168845,1.7571677199949287,45.129154132684754
B0039,80,0.170159,1.7558911269459976,45.22048278704387
B0039,82,0.0,1.7533419072229914,48.35323652960058
B0039,84,0.170369,1.7506673845335168,45.25994288328002
B0039,88,0.170021,1.7510006664162403,45.215689874723864
B0039,90,0.171905,1.7496058853847873,45.20293826907642
B0039,92,0.171161,1.7477359172183355,45.219579354635485
B0039,94,0.171631,1.7444225468099093,45.222497576892685
B0039,96,0.172327,1.743308366083936,45.36177950492806
B0039,100,0.173361,1.6556691733888471,45.16003556002294
B0039,104,0.0,1.64297669457593,52.90471018170621
B0039,106,0.17474,1.6343822729361266,45.2011904985914
B0039,108,0.175102,1.6265067062165601,45.165184330146715
B0039,110,0.0,1.618865991735961,52.957592675259434
B0039,112,0.175914,1.6114968339209264,45.28218967498227
B0039,116,0.189543,1.3240805773461226,45.19562600286147
B0039,120,0.187525,1.3153386221697692,45.225354571803166
B0040,0,0.0,0.6734628137095633,40.57096855609442
B0040,4,0.0,0.7913062105760345,41.121867004450536
B0040,6,0.0,0.7865824034601745,41.58648853133352
B0040,8,0.0,0.7795871426061582,41.68333941293389
B0040,10,0.246264,0.7628241523125163,25.59480502057279
B0040,12,0.0,0.7405021514606399,40.31413370023809
B0040,16,0.0,0.7783970881100656,41.60386088807246
B0040,20,0.0,0.7733165409025605,41.54837604965998
B0040,22,0.0,0.7589575236409498,41.55823578501682
B0040,24,0.0,0.7407399462256391,41.245330724855854
B0040,26,0.239097,0.7446218752617147,25.688893601946827
B0040,28,0.236223,0.7149875629820736,26.0849301165683
B0040,32,0.188995,1.7075144448533202,30.58023183451774
B0040,36,0.0,1.730880859428193,47.733284854985534
B0040,38,0.172727,1.7328212845233328,45.24634979769915
B0040,40,0.173505,1.7317734323431513,45.223288396130776
B0040,42,0.0,1.7341296392350067,47.69804066499021
B0040,44,0.0,1.7334756929990074,47.69559366921212
B0040,48,0.0,1.7243057179457875,47.775675904382155
B0040,52,0.17241,1.7318975861687205,45.247588115074635
B0040,54,0.0,1.7333691208377457,47.655471281738876
B0040,56,0.0,1.732175650153278,47.63081423505263
B0040,58,0.0,1.7334832776102866,47.625567040142066
B0040,60,0.0,1.732372495746513,47.63423806869417
B0040,64,0.174748,1.7338175297202416,45.16610812882766
B0040,66,0.175462,1.7329630786357868,45.177374606616574
B0040,68,0.0,1.7318839084573339,47.66178817720546
B0040,70,0.174566,1.7306960059812662,45.1898230785076
B0040,72,0.176074,1.7296011601947467,45.14126548416964
B0040,76,0.174731,1.7296187381064656,45.218628135357
B0040,78,0.175969,1.7307198617163877,45.315720833759144
B0040,80,0.0,1.729274556175907,47.69683888709109
B0040,82,0.177017,1.7297962212599596,45.171241068891035
B0040,84,0.176426,1.7268942069037494,45.205276135682944
B0040,88,0.0,1.7272191689306016,47.7336433887077
B0040,90,0.177426,1.7285674981160106,45.23028389628956
B0040,92,0.177413,1.726636381605547,45.20871710924356
B0040,94,0.177705,1.7262424141835067,45.19280387716116
B0040,96,0.0,1.7252725927602899,47.776484759144616
B0040,100,0.0,1.6668026877455053,51.728892235552145
B0040,104,0.179922,1.666754853762041,45.187403220878714
B0040,106,0.0,1.6583274448761054,51.79055312799235
B0040,108,0.0,1.65032263550715,51.67853702304947
B0040,110,0.180915,1.6493406341242296,45.167687128469275
B0040,112,0.181549,1.641919055037739,45.209828002339655
B0040,116,0.203529,0.425812451177779,45.20451377323341
B0040,120,0.0,0.5569902643736575,55.559345580237334
B0041,103,0.0,1.2156494086360898,14.768592537412292
B0041,107,0.0,1.1476416320946565,13.95337635168186
B0041,109,0.0,1.1194574527298193,14.33692642538736
B0041,111,0.301749,1.0841325641850128,6.408852350185109
B0041,113,0.320779,1.0607784232892656,4.663544589868975
B0041,115,0.0,1.0170312865626592,14.224949242383781
B0041,119,0.327998,1.0000374999808574,4.303002687643618
B0041,121,0.331738,0.991506494786248,5.242698703038697
B0041,123,0.339327,0.9655644425371017,4.38177411571977
B0041,125,0.324145,0.9383311962439673,6.754847287583698
B0041,127,0.0,0.9298903389240268,14.268099028724068
B0041,131,0.0,0.9072117399448598,14.469580005886408
B0041,133,0.332107,0.9176870676937323,6.725945849583003
B0041,135,0.336419,0.9157430721963028,6.723387801209965
B0041,137,0.337307,0.9111662690050432,6.387751056858875
B0041,139,0.352624,0.8968901443572698,5.362072844483061
B0041,143,0.0,0.8862133472800153,12.952215790820855
B0041,145,0.352286,0.8931124136187014,5.640031380678042
B0041,147,0.357835,0.880898507091054,5.303265650079454
B0041,149,0.348066,0.8798879382023741,6.322301183634494
B0041,151,0.363587,0.8682347537115443,4.877617053626023
B0041,155,0.349077,0.8443569490395516,6.885487815593037
B0041,157,0.34713,0.8657093203148538,6.671284204504132
B0041,159,0.347544,0.848696904019178,6.690095122980511
B0041,161,0.0,0.8364948433646345,14.09254966586798
B0042,2,0.0,1.7287126633755356,36.582916422401524
B0042,4,0.167517,1.7314706281853145,22.539912627969
B0042,6,0.166622,1.7282350363146088,22.253819403292844
B0042,8,0.165924,1.720344742291621,22.156379087858028
B0042,10,0.1636,1.7221734367707637,22.506741947467358
B0042,14,0.160718,0.0,23.09569830656804
B0042,16,0.160938,1.708669577331945,23.133782244082017
B0042,18,0.161765,1.7036476485918646,22.67021586320966
B0042,20,0.163278,1.6958375743577971,22.398253829367675
B0042,22,0.163644,1.6949064846676911,22.15647191474241
B0042,26,0.164316,1.6874768094352455,21.989716394188218
B0042,28,0.164082,1.685989172917945,22.039358695383665
B0042,30,0.164389,1.6782864747774933,22.004296473708575
B0042,32,0.164424,1.6739647640901527,21.977290475494513
B0042,34,0.164831,1.6722378801237066,21.945421039339323
B0042,38,0.165002,1.6759897900491967,21.827025575894588
B0042,40,0.16538,1.6618247672847988,21.89229814678285
B0042,42,0.165289,1.6606710352566112,21.904699326684245
B0042,44,0.16608,1.6530644874507203,21.879984390778024
B0042,46,0.166833,1.649953986270456,21.894505247973274
B0042,50,0.165547,1.681297805444492,22.055422569884072
B0042,54,0.161993,1.6700520424481298,22.902106092162704
B0042,56,0.161612,1.667181860354792,23.25669601450138
B0042,58,0.163208,1.6568865613275168,23.135369562148146
B0042,60,0.164138,1.6449819446579936,22.938769432240058
B0042,62,0.16522,1.639214585000014,22.755847760412806
B0042,66,0.164067,1.6410599890208055,23.096357951102604
B0042,68,0.163302,1.6432696512198481,23.58641905204471
B0042,70,0.16414,1.6298673102402295,23.502479291188067
B0042,72,0.165599,1.6238536344658807,23.25101099435588
B0042,74,0.167164,1.6186308887044174,22.978352212447763
B0042,78,0.168032,1.6193418112441196,22.750486671200427
B0042,80,0.167281,1.614593271326993,23.205023547666862
B0042,82,0.16747,1.6072040891927848,23.332680948762246
B0042,84,0.169375,1.6012663590062357,22.944605359908433
B0042,86,0.171505,1.5940407410631041,22.62107627575683
B0042,90,0.172218,1.5946888289374477,22.33910192769368
B0042,92,0.1712,1.5882100957302596,22.822384651747097
B0042,94,0.170246,1.587985558077698,23.22654365638791
B0042,96,0.170792,1.5799165406650344,23.243557726911295
B0042,98,0.173399,1.5655946193652834,22.885196264237926
B0042,102,0.413651,0.07070127737340176,5.812549994348617
B0042,106,0.412806,0.08416878530139071,5.865150247400782
B0042,108,0.409819,0.08443785621465827,6.203743160413452
B0042,110,0.424348,0.08478919060590338,4.88180637701651
B0042,112,0.40565,0.09334258183442584,4.73617095960476
B0042,115,0.380924,0.10603180131397782,6.200266530817466
B0042,117,0.387706,0.106505866207118,5.769300117959898
B0042,119,0.398056,0.09439111585512952,5.517396127585015
B0042,121,0.398594,0.09450595927387112,5.580246364972135
B0042,123,0.421937,0.08211456108215626,4.333919672936568
B0042,127,0.388246,0.09518470631946747,6.195019054241821
B0042,129,0.395536,0.09539129998659052,6.271117329022951
B0042,131,0.413444,0.08289664565854568,5.162312019053503
B0042,133,0.42659,0.08343199036452603,4.167543036891179
B0042,135,0.399356,0.09624772156495698,6.276133823883203
B0042,139,0.414326,0.0871279249656989,5.4304033274402235
B0042,141,0.401433,0.09681912182757578,6.054318631058928
B0042,143,0.417366,0.08440054891345107,5.4275205072531545
B0042,145,0.405311,0.09770121716674529,6.176822229594265
B0042,147,0.426361,0.08517426476572666,5.3421017084583555
B0042,151,0.407201,0.08471993544879124,6.192622165646527
B0042,153,0.442338,0.08548836969893649,4.6722489585678
B0042,155,0.424542,0.08577749933433501,5.793475600992325
B0042,157,0.427235,0.08595553255245832,5.988144361181673
B0042,159,0.433694,0.08614796979658328,5.996545680275197
B0042,163,0.433098,0.08652450808993331,4.5178400577681535
B0042,167,0.445441,0.08676036428685732,4.306464340851263
B0042,169,0.417819,0.08662025389371077,6.120028521319244
B0042,171,0.431517,0.0869802394927499,5.786738639226114
B0042,173,0.46924,0.07387787113473963,4.222168103690323
B0042,175,0.435134,0.08775865702231889,6.1499702912419405
B0042,179,0.446372,0.08790576300272998,5.75917789462064
B0042,181,0.438261,0.08808784882200178,6.173120459532815
B0042,183,0.449378,0.08834250268158712,6.322386173096954
B0042,185,0.481713,0.07463055332745072,4.147973547846595
B0042,187,0.459823,0.07485698665122698,6.31643681293811
B0042,191,0.460576,0.07527573643141765,6.333692477686898
B0042,193,0.460401,0.07532351860488727,6.09715201024142
B0042,195,0.468392,0.07553765302367196,6.060200743819933
B0042,197,0.487064,0.07584285606128259,5.788940463695372
B0042,215,0.286899,1.4377344766079456,4.896416708113441
B0042,219,0.2672,1.5246019289244055,4.4742787857982895
B0042,223,0.261319,1.5155323631175952,5.856079835653315
B0042,225,0.270729,1.5044249661534554,4.216853522574055
B0042,227,0.26271,1.5001507149498807,5.939608735086495
B0042,231,0.270563,1.489011227320312,3.948091350954695
B0042,233,0.274592,1.4810149357562845,4.903415624798835
B0042,235,0.278585,1.476262027748574,3.9360371196808375
B0042,237,0.266521,1.4662551025438961,6.1260113128537945
B0042,239,0.268908,1.4593282593817019,6.119833346214264
B0042,243,0.279683,1.445704157754381,3.875483913586738
B0042,245,0.273559,1.4400686089389023,5.978051663364246
B0042,247,0.27652,1.4290313659547842,5.848849698145093
B0042,249,0.278036,1.414172188151386,5.853687986611918
B0042,251,0.28816,1.415603079129078,5.017639689523163
B0042,255,0.275179,1.3994410223300702,5.980065402961593
B0042,257,0.289253,1.3959635285794907,5.23982749047429
B0042,259,0.294048,1.3929784652630588,4.948646610766003
B0042,261,0.287786,1.3740772023800918,5.8121400957682825
B0042,263,0.29827,1.3752493030002435,4.389884081850512
B0042,267,0.284176,1.3671966130854505,6.294266483703001
B0042,269,0.289124,1.356887600783644,6.122899141368861
B0042,271,0.290656,1.3449320225969348,6.096312437741862
B0042,273,0.297839,1.3374691704584258,5.9536371393075935
B0043,2,0.185769,1.713782642126885,22.74851289531124
B0043,4,0.174838,1.6955681658647108,22.372949334869002
B0043,6,0.173505,1.6814906372051954,22.126787077835456
B0043,8,0.171944,1.6786372409532953,22.085126217089545
B0043,10,0.168398,1.6694168550864992,22.552037399197317
B0043,14,0.165868,0.0,23.117938390604277
B0043,16,0.165339,1.6611938521224778,23.28940869791394
B0043,18,0.166413,1.6506423382064332,22.825651927649513
B0043,20,0.168309,1.6424273190907783,22.28596476376554
